sku,name,inv,ean,erli_pln,bl_retail_pln,multistore_pln,erli_vs_bl_pct,erli_vs_multistore_pct,flags,stock
2820,Regał drewniany nowoczesny metalowa rama LOFT 5 półek czarny ModernHome,MultiStore,5903769977604,105.0,105.0,105.0,100%,100%,LOSS,0
2823,Regał drewniany nowoczesny metalowa rama LOFT 4 półki czarny ModernHome,MultiStore,5903769977611,79.0,79.0,79.0,100%,100%,LOSS,21
2824,Regał drewniany nowoczesny metalowa rama LOFT 3 półki czarny ModernHome,MultiStore,5903769977635,59.0,59.0,59.0,100%,100%,LOSS,0
2826,Regał drewniany szeroki nowoczesny LOFT 5 półek czarny ModernHome,MultiStore,5903769977581,111.0,111.0,111.0,100%,100%,LOSS,53
2827,Regał drewniany metalowa rama szeroki LOFT 3 półki ModernHome,MultiStore,5903769976720,73.0,73.0,73.0,100%,100%,LOSS,0
2828,ROWER TRÓJKOŁOWY BIEGOWY 2W1 RĄCZKA DO PROWADZENIA EDUKACYJNA HOPLA TOYS,MultiStore,5903769978830,99.0,99.0,99.0,100%,100%,LOSS,0
2832,Szafka regał dla dzieci modułowa 9 półek dziecięca,MultiStore,5903769978533,99.0,99.0,99.0,100%,100%,LOSS,0
2833,Szafka regał dla dzieci modułowa 9 półek dziecięca,MultiStore,5903769978526,99.0,99.0,99.0,100%,100%,LOSS,0
2834,Szafka regał dla dzieci modułowa 9 półek dziecięca,MultiStore,5903769978540,99.0,99.0,99.0,100%,100%,LOSS,0
2835,Szafka regał dla dzieci modułowa 9 półek dziecięca,MultiStore,5903769978557,99.0,99.0,99.0,100%,100%,LOSS,22
2839,Regał z 5 wysuwanymi szufladami nogi z kółkami ModernHome,MultiStore,5903769978489,99.0,99.0,99.0,100%,100%,LOSS,0
2840,Regał z 5 wysuwanymi szufladami nogi z kółkami ModernHome,MultiStore,5903769978496,99.0,99.0,99.0,100%,100%,LOSS,51
2841,Regał z 4 wysuwanymi szufladami nogi z kółkami ModernHome,MultiStore,5903769978519,79.0,79.0,79.0,100%,100%,LOSS,59
2842,Regał z 4 wysuwanymi szufladami nogi z kółkami ModernHome,MultiStore,5903769978502,75.0,75.0,75.0,100%,100%,LOSS,146
2866,NAKŁADKA NA TOALETĘ ZE SCHODKAMI DRABINKĄ DLA DZIECI BEZPIECZNA HOPLA TOYS,MultiStore,5903769978991,53.0,53.0,53.0,100%,100%,LOSS,363
2883,Filtr do oczyszczacza powietrza WEBBER AP8650,MultiStore,5907265016997,127.0,127.0,127.0,100%,100%,LOSS,40
2885,Filtr do oczyszczacza powietrza WEBBER AP9405/AP9405B,MultiStore,5907265011497,140.76,140.76,140.76,100%,100%,LOSS,797
2886,Filtr WODNY do oczyszczacza WEBBER AP9700,MultiStore,5907265012098,93.0,93.0,93.0,100%,100%,LOSS,173
2888,Filtr wodny do oczyszczacza WEBBER AP9900,MultiStore,5907265012821,80.0,80.0,80.0,100%,100%,LOSS,95
2908,Stacja pomiarowa METEO SP75,MultiStore,5907265012012,201.82,201.82,201.82,100%,100%,LOSS,10
2913,Stół nowoczesny do jadalni salonu kuchni 120x60 cm ModernHome,MultiStore,5903769979011,199.0,199.0,199.0,100%,100%,LOSS,9
2938,Legowisko pluszowe uniwersalne dla Psa Kota 60cm - ciemnoszare,MultiStore,5903332075263,52.0,52.0,52.0,100%,100%,LOSS,252
2940,Zestaw filtrów do oczyszczacza powietrza Webber AP9800,MultiStore,5907265012470,298.22,298.22,298.22,100%,100%,LOSS,142
2950,Depilator laserowy WEBBER IPL S5,MultiStore,5907265020512,305.0,305.0,305.0,100%,100%,LOSS,129
2951,Depilator laserowy WEBBER IPL S7,MultiStore,5907265020505,405.0,405.0,405.0,100%,100%,LOSS,70
2952,Filtr do nawilżacza powietrza Webber H1002,MultiStore,5907265018878,76.0,76.0,76.0,100%,100%,LOSS,99
2953,Automatyczna myjka do okien robot WEBBER WM 169,MultiStore,5907265012722,585.0,585.0,585.0,100%,100%,LOSS,9
2954,Automatyczna myjka do okien robot WEBBER WM 170,MultiStore,5907265018885,600.0,600.0,600.0,100%,100%,LOSS,504
2956,Robot sprzątający WEBBER TANGO STAR,MultiStore,5907265019431,501.0,501.0,501.0,100%,100%,LOSS,26
2959,Oczyszczacz powietrza WEBBER AP9700 WI-FI,MultiStore,5907265020543,1199.0,1199.0,1199.0,100%,100%,LOSS,49
2960,Regał z 5 wysuwanymi szufladami nogi z kółkami ModernHome,MultiStore,5903769978465,85.0,85.0,85.0,100%,100%,LOSS,19
2961,Regał z 5 wysuwanymi szufladami nogi z kółkami ModernHome,MultiStore,5903769978472,87.0,87.0,87.0,100%,100%,LOSS,0
2963,Oczyszczacz powietrza WEBBER AP9700 WI-FI srebrny,MultiStore,5907265012845,1199.0,1199.0,1199.0,100%,100%,LOSS,99
2968,Alkomat AX7 elektrochemiczny z PLATYNĄ 5000 pomiarów bez kalibracji,MultiStore,5907265020772,249.0,249.0,249.0,100%,100%,LOSS,25
2972,Suszarka do żywności do grzybów i owoców ELDOM SG500,MultiStore,5908277386337,173.0,173.0,173.0,100%,100%,LOSS,8
2978,Stołek składany 1 stopniowy taboret z tworzywa 22 cm,MultiStore,5903769979134,18.0,18.0,18.0,100%,100%,LOSS,0
2985,Organizer na kosmetyki skrzynka z szufladami - białe,MultiStore,5903769979158,17.0,17.0,17.0,100%,100%,LOSS,0
2986,Szafka modułowa na buty organizer 10 modułów ModernHome,MultiStore,5903769979219,40.0,40.0,40.0,100%,100%,LOSS,0
2987,Organizer na buty zawieszany na drzwiach drabinka na buty ModernHome,MultiStore,5903769979196,48.0,48.0,48.0,100%,100%,LOSS,209
2988,Szafa tekstylna materiałowa garderoba z półkami na ubrania i buty ModernHome,MultiStore,5903769979240,45.0,45.0,45.0,100%,100%,LOSS,0
2989,Szafa tekstylna duża materiałowa garderoba z półkami na ubrania i buty ModernHom,MultiStore,5903769979226,63.0,63.0,63.0,100%,100%,LOSS,0
2990,Szafa tekstylna duża materiałowa garderoba z półkami na ubrania i buty ModernHom,MultiStore,5903769979233,72.0,72.0,72.0,100%,100%,LOSS,41
2992,Oczyszczacz powietrza Webber AP9650,MultiStore,5907265021328,1052.0,1052.0,1052.0,100%,100%,LOSS,231
2993,Osuszacz powietrza Webber DEQ10,MultiStore,5907265021359,495.02,495.02,495.02,100%,100%,LOSS,54
2995,Osuszacz powietrza Webber DEX1,MultiStore,5907265021366,498.0,498.0,498.0,100%,100%,LOSS,211
3,Materac fotel dmuchany wodny plażowy 2w1 180x135 cm INTEX 58868,MultiStore,6941057402352,77.0,77.0,77.0,100%,100%,LOSS,0
3004,"Czajnik elektryczny bezprzewodowy C260 NELO czarny ELDOM 1,7 L",MultiStore,5908277385392,90.46,90.46,90.46,100%,100%,LOSS,0
3009,"Czajnik ELDOM C520 z regulacją temperatury 1,8 L",MultiStore,5908277386078,92.0,92.0,92.0,100%,100%,LOSS,0
3013,Gofrownica WA100S DELI ELDOM 1000W,MultiStore,5908277385002,92.0,92.0,92.0,100%,100%,LOSS,111
3016,Grill kontaktowy GK150 FLAAT ELDOM panini 2000W,MultiStore,5908277384579,133.0,133.0,133.0,100%,100%,LOSS,0
3018,Grzejnik konwektorowy Eldom HM1300 2000W czarny,MultiStore,5908277382377,307.0,307.0,307.0,100%,100%,LOSS,29
3035,Odkurzacz ELDOM OS900 Pegaz 700W,MultiStore,5908277385255,193.0,193.0,193.0,100%,100%,LOSS,80
3038,"Piekarnik elektryczny, grill, rożno ELDOM PR300 1500 W",MultiStore,5908277386153,214.0,214.0,214.0,100%,100%,LOSS,0
3043,Rozdrabniacz blender ELDOM BL210 SWIT,MultiStore,5908277384777,83.0,83.0,83.0,100%,100%,LOSS,46
3059,Toster TO245 DOTTY Eldom czarny seria BUBBLES,MultiStore,5908277384708,125.0,125.0,125.0,100%,100%,LOSS,60
3069,Inteligentna waga łazienkowa bluetooth Eldom TWO500 biała,MultiStore,5908277386016,70.0,70.0,70.0,100%,100%,LOSS,224
3077,Piłkarzyki stołowe mini dla dzieci dwie piłki,MultiStore,5903769979660,45.0,45.0,45.0,100%,100%,LOSS,111
3084,Rockowa gitara dla dzieci z nauką gry na gitarze podczerwień melodie,MultiStore,5903769979448,16.0,16.0,16.0,100%,100%,LOSS,158
3087,Zlew zlewozmywak z kranem napełniany wodą 12 akcesoriów zabawka dla dzieci,MultiStore,5903769979547,39.0,39.0,39.0,100%,100%,LOSS,0
3089,Projektor tablica do rysowania dinozaur 12 flamastrów 24 wzory,MultiStore,5903769979509,25.0,25.0,25.0,100%,100%,LOSS,0
3090,Projektor tablica do rysowania dinozaur 12 flamastrów 24 wzory,MultiStore,5903769979516,25.0,25.0,25.0,100%,100%,LOSS,73
3093,Drewniane warzywa i owoce do krojenia 13 elementów + wiaderko,MultiStore,5903769979783,41.0,41.0,41.0,100%,100%,LOSS,0
3097,Zestaw kosmetyków dla dzieci kuferek z lusterkiem lampą UV LED,MultiStore,5903769979622,41.0,41.0,41.0,100%,100%,LOSS,55
3100,Zestaw kuferek kosmetyków do makijażu i paznokci dla dzieci,MultiStore,5903769979578,45.0,45.0,45.0,100%,100%,LOSS,93
3102,Duży sklep z kasą supermarket stragan dla dzieci z kasą fiskalną wagą i skanerem,MultiStore,5903769979929,105.0,105.0,105.0,100%,100%,LOSS,0
3108,ZESTAW DO LODÓW DLA DZIECI EDUKACYJNA BEZPIECZNA HOPLA TOYS,MultiStore,5903769979714,10.0,10.0,10.0,100%,100%,LOSS,112
3126,MATA PIANKOWA EDUKACYJNA DWUSTRONNA SKŁADANA DUŻA TORBA HOPLA TOYS,MultiStore,5903769979882,67.0,67.0,67.0,100%,100%,LOSS,140
3157,DOMEK DLA LALEK Z KOMPLETEM MEBELKÓW POLECANA KOLOROWA HOPLA TOYS,MultiStore,5905817000197,195.0,195.0,195.0,100%,100%,LOSS,60
3159,DREWNIANA KUCHNIA DLA DZIECI PIEKARNIK PALNIKI MIKROFALA AKCESOR HOPLA TOYS,MultiStore,5905817000012,190.0,190.0,190.0,100%,100%,LOSS,86
3162,DREWNIANA KUCHNIA DLA DZIECI PIEKARNIK PALNIKI MIKROFALA AKCESOR HOPLA TOYS,MultiStore,5905817000029,180.0,180.0,180.0,100%,100%,LOSS,0
3181,ZESTAW DREWNIANYCH LODÓW NA RZEPY DLA DZIECI 9 ELEMENTÓW HOPLA TOYS,MultiStore,5903769979738,14.0,14.0,14.0,100%,100%,LOSS,0
3182,ZESTAW DREWNIANY TORT NA RZEPY ŚWIECZKI TRUSKAWKA DLA DZIECI 15 HOPLA TOYS,MultiStore,5903769979721,27.0,27.0,27.0,100%,100%,LOSS,242
3185,ZESTAW DO HERBATY DZBANEK FILIŻANKI 17 ELEMENTÓW CERTYFIKOWANA HOPLA TOYS,MultiStore,5905817000494,47.0,47.0,47.0,100%,100%,LOSS,137
3192,Automatyczny otwieracz do wina OW6 WACO korkociag zestaw prezentowy,MultiStore,5907265012715,121.0,121.0,121.0,100%,100%,LOSS,755
3204,ZABAWKA TABLET EDUKACYJNY TABLICA MAGNETYCZNA KREDOWA HOPLA TOYS,MultiStore,5905817000142,11.0,11.0,11.0,100%,100%,LOSS,260
3220,ZEGAR HOPLA TOYS,MultiStore,5905817000630,9.0,9.0,9.0,100%,100%,LOSS,0
3221,ZEGAR HOPLA TOYS,MultiStore,5905817000647,10.0,10.0,10.0,100%,100%,LOSS,0
3226,Regał z 5 wysuwanymi szufladami nogi z kółkami kolorowe szuflady ModernHome,MultiStore,5905817000937,111.0,111.0,111.0,100%,100%,LOSS,59
3227,Wysoki regał WC łazienkowy nad sedes 3 półki aluminiowa konstrukcja,MultiStore,5905817000890,47.0,47.0,47.0,100%,100%,LOSS,39
3228,Plastikowy regał łazienkowy z 4 półkami kółka biały ModernHome,MultiStore,5905817000944,43.0,43.0,43.0,100%,100%,LOSS,0
3232,Komplet 4 krzeseł welurowych krzesło do jadalni i salonu szare ModernHome,MultiStore,5905817000715,280.0,280.0,280.0,100%,100%,LOSS,0
3234,Komplet 4 krzeseł krzesło pikowane welurowe do jadalni i salonu czarne ModernHom,MultiStore,5905817000678,360.0,360.0,360.0,100%,100%,LOSS,6
3235,Komplet 4 krzeseł krzesło do jadalni i salonu szare ModernHome,MultiStore,5905817000722,270.0,270.0,270.0,100%,100%,LOSS,9
3236,Komplet 4 krzeseł welurowych do jadalni i salonu szare ModernHome,MultiStore,5905817000685,330.0,330.0,330.0,100%,100%,LOSS,0
3238,Komplet 4 krzeseł krzesło pikowane welurowe do jadalni i salonu szare ModernHome,MultiStore,5905817000661,299.0,299.0,299.0,100%,100%,LOSS,0
3249,FOTEL FOTELIK DO KARMIENIA REGULACJA WYSOKOŚCI EKOSKÓRA PASY POD HOPLA TOYS,MultiStore,5905817001781,169.0,169.0,169.0,100%,100%,LOSS,98
3250,FOTEL FOTELIK DO KARMIENIA REGULACJA WYSOKOŚCI EKOSKÓRA PASY POD HOPLA TOYS,MultiStore,5905817001774,169.0,169.0,169.0,100%,100%,LOSS,119
3252,Regał loftowy wysoki 5 półek metal MDF ModernHome,MultiStore,5905817000746,179.0,179.0,179.0,100%,100%,LOSS,13
3254,Zestaw komplet mebli stolik 2 krzesła metal MDF ModernHome,MultiStore,5905817000838,149.0,149.0,149.0,100%,100%,LOSS,0
3260,Regał na buty metalowy 4 półki 12 par butów czarny ModernHome,MultiStore,5905817000760,24.0,24.0,24.0,100%,100%,LOSS,81
3261,Regał na buty metalowy 5 półek 15 par butów czarny ModernHome,MultiStore,5905817000777,28.0,28.0,28.0,100%,100%,LOSS,86
3263,Materac dmuchany 191x137 cm dwuosobowy z pompką łóżko welur INTEX 64148ND,MultiStore,6941057422909,96.0,96.0,96.0,100%,100%,LOSS,4
3270,Rowerek stacjonarny treningowy domowy z komputerem ModernHome,MultiStore,5905817001194,209.0,209.0,209.0,100%,100%,LOSS,0
3273,Mata dwuwarstwowa wycieraczka pod kuwetę dla kota szara Petsi,MultiStore,5905817001569,9.0,9.0,9.0,100%,100%,LOSS,0
3277,Smycz 3m dla psa lub kota automatyczna z blokadą,MultiStore,5905817001583,6.0,6.0,6.0,100%,100%,LOSS,0
3286,Zestaw groomerski do strzyżenia psów kotów nożyczki grzebień etui Petsi,MultiStore,5905817001576,30.0,30.0,30.0,100%,100%,LOSS,0
3292,Pokrowiec mata do samochodu dla psa tylna kanapa uniwersalny rozmiar Petsi,MultiStore,5905817001521,58.0,58.0,58.0,100%,100%,LOSS,0
3297,Pokrowiec mata do samochodu dla psa tylna kanapa uniwersalny rozmiar Petsi,MultiStore,5905817001514,55.0,55.0,55.0,100%,100%,LOSS,6
3298,Duże stojące lustro prostokątne wąska rama 148 cm ModernHome,MultiStore,5905817000784,120.0,120.0,120.0,100%,100%,LOSS,0
33,NAMIOT DLA DZIECI STONOGA TUNELEM SAMOROZKŁADALNY ZESTAW 2W1 HOPLA TOYS,MultiStore,6958868886035,75.0,75.0,75.0,100%,100%,LOSS,58
3302,Suszarka na pranie pionowa z kółkami składana ModernHome,MultiStore,5905817001132,71.0,71.0,71.0,100%,100%,LOSS,0
3309,Leżanka huśtawka ogrodowa hamak fotel wiszący kosz szara MultiGarden,MultiStore,5905817001118,529.0,529.0,529.0,100%,100%,LOSS,0
3310,Nowoczesny regał do salonu kratka 5 półek na książki biały ModernHome,MultiStore,5905817001644,159.0,159.0,159.0,100%,100%,LOSS,5
3315,Biurko prostokątne biurowe komputerowe z regałem 4 półki ModernHome,MultiStore,5905817001651,165.0,165.0,165.0,100%,100%,LOSS,35
3316,Duża nowoczesna toaletka kosmetyczna lustro oświetlenie ModernHome,MultiStore,5905817001668,320.0,320.0,320.0,100%,100%,LOSS,200
3317,Szafka na buty z otwieranym siedziskiem 2 półki biała ModernHome,MultiStore,5905817001637,130.0,130.0,130.0,100%,100%,LOSS,183
3338,Zestaw stolików kawowych 2 szt. okrągłe loftowy design ModernHome,MultiStore,5905817001323,155.0,155.0,155.0,100%,100%,LOSS,34
3346,Nowoczesny metalowy kwietnik stojak na kwiaty 6 poziomów czarny ModernHome,MultiStore,5905817002412,80.0,80.0,80.0,100%,100%,LOSS,64
3348,Stojak rowerowy 3w1 uchwyt na rower serwisowy czarny ModernHome,MultiStore,5905817001972,59.0,59.0,59.0,100%,100%,LOSS,0
3351,Obrus uniwersalny pokrowiec na stół cateringowy 180 cm 6FT biały elastyczny Mult,MultiStore,5905817002061,29.0,29.0,29.0,100%,100%,LOSS,0
3360,Krzesło tapicerowane 4 sztuki - ciemny szary aksamit,MultiStore,,502.0,502.0,502.0,100%,100%,LOSS,183
3361,Parasolnik stojak na parasole nowoczesny czarny,MultiStore,5903332063406,99.0,99.0,99.0,100%,100%,LOSS,71
3362,Parasolnik stojak na parasole nowoczesny biały,MultiStore,5903332063420,94.0,94.0,94.0,100%,100%,LOSS,173
3363,Parasolnik stojak na parasole nowoczesny biały,MultiStore,5903332063390,101.0,101.0,101.0,100%,100%,LOSS,0
3368,Prostokątny duży parasol ogrodowy skośny łamany z korbą beżowy 200x140 cm MultiG,MultiStore,5905817001750,95.0,95.0,95.0,100%,100%,LOSS,0
3369,Prostokątny duży parasol ogrodowy skośny łamany z korbą szary 200x140 cm MultiGa,MultiStore,5905817001743,95.0,95.0,95.0,100%,100%,LOSS,0
3370,Prostokątny duży parasol ogrodowy skośny łamany z korbą zielony 200x140 cm Multi,MultiStore,5905817001422,95.0,95.0,95.0,100%,100%,LOSS,0
3372,Duży parasol ogrodowy skośny łamany z korbą 6 żeber beżowy 270 cm MultiGarden,MultiStore,5905817001897,111.0,111.0,111.0,100%,100%,LOSS,0
3374,Parasol ogrodowy duży na wysięgniku składany 3 m szary 6 żeber MultiGarden,MultiStore,5905817001446,180.0,180.0,180.0,100%,100%,LOSS,0
3380,KOMPLET 2 KRZESEŁ OGRODOWYCH SKŁADANYCH Z OPARCIEM CZARNE GARDENSTEIN,Kathay,5905817001033,219.0,219.0,219.0,100%,100%,LOSS,168
3381,KOMPLET 2 KRZESEŁ OGRODOWYCH SKŁADANYCH SZARYCH GARDENSTEIN NARDEN 88 X 57,Kathay,5905817001040,219.0,219.0,219.0,100%,100%,LOSS,120
3382,Leżak plażowy ogrodowy składany leżanka regulacja oparcia stalowa konstrukcja cz,MultiStore,5905817001002,220.0,220.0,220.0,100%,100%,LOSS,0
3383,Żagiel przeciwsłoneczny daszek wodoodporny 3x3x3m beżowy MultiGarden,MultiStore,5905817002245,49.0,49.0,49.0,100%,100%,LOSS,0
3384,ŻAGIEL OGRODOWY WODOODPORNY TRÓJKĄTNY SZARY GARDENSTEIN GLEN 300 X 300 X,Kathay,5905817002252,41.0,41.0,41.0,100%,100%,LOSS,46
3385,Żagiel przeciwsłoneczny daszek wodoodporny 4x4x4m beżowy MultiGarden,MultiStore,5905817002238,64.0,64.0,64.0,100%,100%,LOSS,0
3386,NAMIOT OGRODOWY NA IMPREZY ZIELONY GARDENSTEIN BIRK 300 X 300 X 250 CM,MultiStore,5905817002108,249.0,249.0,249.0,100%,100%,LOSS,0
3387,ŻAGIEL OGRODOWY WODOODPORNY SZARY 4X4X4 M GARDENSTEIN GLEN,Kathay,5905817002221,63.0,63.0,63.0,100%,100%,LOSS,0
3388,Żagiel przeciwsłoneczny daszek wodoodporny 5x5x5m beżowy MultiGarden,MultiStore,5905817002207,85.0,85.0,85.0,100%,100%,LOSS,0
3389,Żagiel przeciwsłoneczny daszek wodoodporny 5x5x5m szary MultiGarden,MultiStore,5905817002214,89.0,89.0,89.0,100%,100%,LOSS,0
3390,Prostokątny żagiel przeciwsłoneczny 2x3 m daszek wodoodporny beżowy MultiGarden,MultiStore,5905817002191,57.0,57.0,57.0,100%,100%,LOSS,0
3392,Kwadratowy żagiel przeciwsłoneczny 3x3 m daszek wodoodporny beżowy MultiGarden,MultiStore,5905817002160,65.0,65.0,65.0,100%,100%,LOSS,0
3393,Kwadratowy żagiel przeciwsłoneczny 3x3 m daszek wodoodporny szary MultiGarden,MultiStore,5905817002177,65.0,65.0,65.0,100%,100%,LOSS,0
3394,Kwadratowy żagiel przeciwsłoneczny 4x4 m daszek wodoodporny beżowy MultiGarden,MultiStore,5905817002153,115.0,115.0,115.0,100%,100%,LOSS,0
3395,Kwadratowy żagiel przeciwsłoneczny 4x4 m daszek wodoodporny szary MultiGarden,MultiStore,5905817002146,95.0,95.0,95.0,100%,100%,LOSS,0
3396,Kwadratowy żagiel przeciwsłoneczny 5x5 m daszek wodoodporny beżowy MultiGarden,MultiStore,5905817002139,145.0,145.0,145.0,100%,100%,LOSS,0
3398,Kwadratowy żagiel przeciwsłoneczny 5x5 m daszek wodoodporny szary MultiGarden,MultiStore,5905817002122,159.0,159.0,159.0,100%,100%,LOSS,0
3400,DASZEK NAD DRZWI ZADASZENIE POLIWĘGLANOWE PRZEZROCZYSTE MARKETIA HOME 150,Kathay,5905817002573,190.0,190.0,190.0,100%,100%,LOSS,55
3401,DASZEK NAD DRZWI ZADASZENIE POLIWĘGLANOWE CZARNE MARKETIA HOME 120 X 100 CM,Kathay,5905817002566,145.0,145.0,145.0,100%,100%,LOSS,17
3402,DASZEK NAD DRZWI ZADASZENIE POLIWĘGLANOWE 120 X 80 CM MARKETIA HOME,Kathay,5905817002542,125.0,125.0,125.0,100%,100%,LOSS,28
3403,Daszek nad drzwi 100x80 cm zadaszenie osłona poliwęglan 100x80 cm MultiGarden,MultiStore,5905817002535,115.0,115.0,115.0,100%,100%,LOSS,0
3404,Daszek nad drzwi 200x100 cm zadaszenie osłona poliwęglan podwójny MultiGarden,MultiStore,5905817002580,221.0,221.0,221.0,100%,100%,LOSS,0
3405,DASZEK NAD DRZWI ZADASZENIE POLIWĘGLANOWE CZARNE MARKETIA HOME 150 X 80 CM,Kathay,5905817002559,135.0,135.0,135.0,100%,100%,LOSS,87
3408,Organizer pudełko szkatułka na biżuterię z lustrem ModernHome,MultiStore,5905817001989,20.0,20.0,20.0,100%,100%,LOSS,18
3411,Stacja pogodowa METEO SP107 czarna,MultiStore,5907265021908,141.0,141.0,141.0,100%,100%,LOSS,0
3412,Stacja pogodowa METEO SP107 biała,MultiStore,5907265021892,131.0,131.0,131.0,100%,100%,LOSS,160
3415,Stacja pogodowa METEO SP110B z DCF biała,MultiStore,5907265021939,121.0,121.0,121.0,100%,100%,LOSS,1034
3418,MARKIZA TARASOWA BALKONOWA WODOODPORNA SZARA GARDENSTEIN NORDEN 200 X 120,Kathay,5905817002467,240.0,240.0,240.0,100%,100%,LOSS,4
3419,Składana markiza 300x180 cm boczna roleta parawan do ogrodu na taras beżowa Mult,MultiStore,5905817002504,199.0,199.0,199.0,100%,100%,LOSS,0
3420,MARKIZA SKŁADANA OGRODOWA BOCZNA ANTRACYT GARDENSTEIN BREKKE 300 X 180 CM,Kathay,5905817002498,239.0,239.0,239.0,100%,100%,LOSS,110
3423,Składana markiza 300x200 cm boczna roleta parawan do ogrodu na taras beżowa Mult,MultiStore,5905817002511,240.0,240.0,240.0,100%,100%,LOSS,0
3424,Składana markiza 300x200 cm boczna roleta parawan do ogrodu na taras antracyt Mu,MultiStore,5905817002528,249.0,249.0,249.0,100%,100%,LOSS,0
3426,Szafka łazienkowa słupek 80cm biała,MultiStore,5903332006335,46.0,46.0,46.0,100%,100%,LOSS,5
3428,Nowoczesny regał na książki do salonu 6 półek,MultiStore,5903332069880,403.19,403.19,403.19,100%,100%,LOSS,18
3429,Regał na buty metalowy czarny 3 poziomy,MultiStore,5903332063451,107.0,107.0,107.0,100%,100%,LOSS,0
3440,Zestaw komplet krzeseł MARK białe drewniane nogi 4szt,MultiStore,5903332067947,373.0,373.0,373.0,100%,100%,LOSS,188
3441,Krzesło PRINT różowe ekoskóra obrotowe chromowana podstawa,MultiStore,5903332061815,133.64,133.64,133.64,100%,100%,LOSS,0
3442,Krzesło PRINT niebieskie ekoskóra obrotowe chromowana podstawa,MultiStore,5903332061822,133.64,133.64,133.64,100%,100%,LOSS,146
3444,Krzesło PRINT biało-różowe ekoskóra obrotowe chromowana podstawa,MultiStore,5903332061860,133.64,133.64,133.64,100%,100%,LOSS,335
3458,KOMPLET 2 KRZESEŁ OGRODOWYCH SKŁADANYCH SZARYCH GARDENSTEIN BREKKE,Kathay,5905817001071,111.0,111.0,111.0,100%,100%,LOSS,387
3462,MATA EDUKACYJNA PIANKOWA DLA DZIECI MIASTO ELEMENTÓW CM HOPLA TOYS,MultiStore,6958868803957,20.0,20.0,20.0,100%,100%,LOSS,78
3468,Krzesło z ekoskóry do salonu i jadalni 4szt. chromowane nogi szare,MultiStore,5904224309374,339.0,339.0,339.0,100%,100%,LOSS,27
3471,Hoker stołek barowy obrotowy podnóżek regulacja wysokości czarny ekoskóra Modern,MultiStore,5905817002313,79.0,79.0,79.0,100%,100%,LOSS,0
3477,Dwie bramki piłkarskie z siatką do piłki nożnej 180x122 cm MOVEPRO,MultiStore,5905817002030,99.0,99.0,99.0,100%,100%,LOSS,0
3478,Kwietnik regał na kwiaty ozdoby 4 półki metal MDF ciemny orzech ModernHome,MultiStore,5905817002429,91.0,91.0,91.0,100%,100%,LOSS,6
3481,Bramka piłkarska z siatką do piłki nożnej 300x200 cm MOVEPRO,MultiStore,5905817002009,165.0,165.0,165.0,100%,100%,LOSS,69
3486,Uchwyt na napoje półka do nadmuchiwanego basenu z hydromasażem SPA INTEX 28500,MultiStore,6941057404967,15.0,15.0,15.0,100%,100%,LOSS,0
3487,Siedzisko do nadmuchiwanego basenu z hydromasażem siedzenie z tworzywa INTEX SPA,MultiStore,6941057404981,65.0,65.0,65.0,100%,100%,LOSS,0
3488,Wielokolorowa lampa LED na baterie do SPA INTEX 28503,MultiStore,6941057404998,42.0,42.0,42.0,100%,100%,LOSS,0
3489,Uchwyt do napojów podświetlany LED z miejscem na tablet telefon SPA INTEX 28520,MultiStore,6941057420660,39.0,39.0,39.0,100%,100%,LOSS,0
3491,Magnetyczna lampa basenowa różne kolory LED INTEX 28698,MultiStore,6941057413969,220.0,220.0,220.0,100%,100%,LOSS,0
3492,Samolot dmuchany z działkiem INTEX 57536 czerwony,MultiStore,5903890601799,49.0,49.0,49.0,100%,100%,LOSS,0
3493,Zestaw gitara elektryczna mikrofon statyw dla dzieci MP3 - niebieska,MultiStore,5905817002825,40.0,40.0,40.0,100%,100%,LOSS,83
3504,Pokrywa solarna grzewcza mata do basenu 457 cm INTEX 28013,MultiStore,6941057422220,85.0,85.0,85.0,100%,100%,LOSS,0
3505,Mata solarna pokrywa do basenu stelażowego 400x200 cm INTEX 28028,MultiStore,6941057422282,39.0,39.0,39.0,100%,100%,LOSS,0
3508,Tablica z koszem do koszykówki stojąca regulowana wysokość piłka pompka,MultiStore,5905817002818,83.0,83.0,83.0,100%,100%,LOSS,0
3509,Warsztat majsterkowicza stół narzędziowy dla dzeci z narzędziami 23 elementy,MultiStore,5905817002801,41.0,41.0,41.0,100%,100%,LOSS,137
3510,Warsztat majsterkowicza dla dzieci 3w1 z narzędziami składany,MultiStore,5905817002795,80.0,80.0,80.0,100%,100%,LOSS,118
3533,Dmuchana trampolina zamek dla dzieci 174x174x135 cm INTEX 48259,MultiStore,6941057442594,249.0,249.0,249.0,100%,100%,LOSS,61
3535,Pływająca lampka solarna LED INTEX 28695,MultiStore,6941057408743,69.0,69.0,69.0,100%,100%,LOSS,18
3536,Odkurzacz bezprzewodowy do czyszczenia basenów INTEX 28628,MultiStore,6941057422770,255.0,255.0,255.0,100%,100%,LOSS,0
3537,Basen ogrodowy stelażowy duży prostokątny 220x150 cm INTEX 28266,MultiStore,6941057423333,229.0,229.0,229.0,100%,100%,LOSS,0
3538,Odkurzacz basenowy do czyszczenia automatyczny do basenu ZX300 INTEX 28005,MultiStore,6941057419596,369.0,369.0,369.0,100%,100%,LOSS,5
